id,wiki_id,name,instance_of,ar,de,es,fr,it,ja
9269,Q30682831,The Swan Princess: Royally Undercover,film,,Schwanenprinzessin – Blaublüter Undercover,,Le Cygne et la Princesse : En mission secrète,,
9270,Q36322,Jane Austen,human,جاين أوستن,Jane Austen,Jane Austen,Jane Austen,Jane Austen,ジェイン・オースティン
9271,Q4321342,Alexey Nilov,human,,Alexei Gennadjewitsch Nilow,Aleksej Gennadʹevič Nilov,Aleksej Gennadʹevič Nilov,,
9272,Q9202,Statue of Liberty,part of UNESCO World Heritage Site,تمثال الحرية,Freiheitsstatue,Estatua de la Libertad,statue de la Liberté,Statua della Libertà,自由の女神像
9273,Q675493,Henry VII of England,human,هنري السابع ملك إنجلترا,Heinrich VII.,Enrique VII de Inglaterra,Henri VII,Enrico VII d'Inghilterra,ヘンリー7世
9274,Q474472,Pale Blue Dot,photograph,نقطة زرقاء باهتة,Pale Blue Dot,Un punto azul pálido,Un point bleu pâle,''Pale Blue Dot'',ペイル・ブルー・ドット
9275,Q5400672,Little House on the Prairie,book series,المنزل الصغير في البراري,Unsere kleine Farm,Little House on the Prairie (libro),La Petite Maison dans la prairie,La piccola casa nella prateria,大草原の小さな家
9276,Q313857,"Infante Juan, Count of Barcelona",human,خوان دي بوربون,Juan de Borbón y Battenberg,Juan de Borbón,Juan de Borbón y Battenberg,Juan di Borbone-Spagna,フアン
9277,Q129247,Edward III of England,human,إدوارد الثالث ملك إنجلترا,Eduard III.,Eduardo III de Inglaterra,Édouard III,Edoardo III d'Inghilterra,エドワード3世
9278,Q935151,Air on the G String,musical work/composition,,Air aus der Orchestersuite Nr. 3,Aire para la cuerda de sol,Air sur la corde de sol,Aria sulla quarta corda,G線上のアリア
9279,Q478381,The Cherry Orchard,dramatic work,بستان الكرز,Der Kirschgarten,El jardín de los cerezos,La Cerisaie,Il giardino dei ciliegi,桜の園
9280,Q6106,Portland,city of Oregon,بورتلاند,Portland,Portland,Portland,Portland,ポートランド
9281,Q17189941,Mount Vinson,mountain,,Mount Vinson,,Mont Vinson,,ヴィンソン山
9282,Q675198,Oboe Concerto,musical work/composition,,Konzert für Oboe und kleines Orchester D-Dur,Concierto para oboe,Concerto pour hautbois,,オーボエ協奏曲
9283,Q589099,Cloud Gate,sculpture,بوابة السحاب,Cloud Gate,Cloud Gate,Cloud Gate,Cloud Gate,クラウド・ゲート
9284,Q37767,T. S. Eliot,human,ت. س. إليوت,T. S. Eliot,T. S. Eliot,T. S. Eliot,Thomas Stearns Eliot,T・S・エリオット
9285,Q6646463,Listening Woman,"version, edition or translation",,Das Labyrinth der Geister,,,,
9286,Q110633556,Midnight Man,fictional human,,,Hombre de Medianoche,,,アントン・モガート / ミッドナイトマン
9287,Q534851,home run,baseball statistics,,Home Run,jonrón,coup de circuit,fuoricampo,本塁打
9288,Q260108,Weltenburg Abbey,abbey,دير فلتنبورغ,Benediktinerkloster Weltenburg,Abadía de Weltenburg,abbaye de Weltenbourg,abbazia di Weltenburg,ヴェルテンブルク修道院
9289,Q869,Thailand,constitutional monarchy,تايلاند,Thailand,Tailandia,Thaïlande,Thailandia,タイ王国
9290,Q139330,Zach Braff,human,زاك براف,Zach Braff,Zach Braff,Zach Braff,Zach Braff,ザック・ブラフ
9291,Q245265,The God Delusion,written work,وهم الإله,Der Gotteswahn,El espejismo de Dios,Pour en finir avec Dieu,L'illusione di Dio,神は妄想である
9292,Q106843272,Avengers,superhero team,,,Vengadores (Universo cinematográfico de Marvel),,Avengers,
9293,Q34424,Shakira,human,شاكيرا,Shakira,Shakira,Shakira,Shakira,シャキーラ
9294,Q2626354,"So, I Can't Play H?",light novel series,,,Dakara Boku wa,,"Dakara boku wa, H ga dekinai.",だから僕は、Hができない。
9295,Q688963,A Perfect Spy,literary work,جاسوس مثالي,Ein blendender Spion,El espía perfecto,Un pur espion,La spia perfetta,
9296,Q152229,Friedrich Wilhelm II of Prussia,human,فريدرش فيلهلم الثاني ملك بروسيا,Friedrich Wilhelm II.,Federico Guillermo II de Prusia,Frédéric-Guillaume II,Federico Guglielmo II di Prussia,フリードリヒ・ヴィルヘルム2世
9297,Q11401,hip hop music,music genre,هيب هوب,Hip-Hop,hip hop,hip-hop,hip hop,ヒップホップ・ミュージック
9298,Q1815531,Department of Magical Law Enforcement,fictional government body,,,,Département de la justice magique,,
9299,Q119253,oceanic trench,depression,خنادق محيطية,Tiefseerinne,fosa oceánica,fosse océanique,fossa oceanica,海溝
9300,Q337057,"Louis I, Duke of Orléans",human,لويس الأول، دوق أورليان,Ludwig von Valois,Luis de Valois,Louis Ier d'Orléans,Luigi di Valois,ルイ・ド・ヴァロワ
9301,Q503706,Chris Pratt,human,كريس برات,Chris Pratt,Chris Pratt,Chris Pratt,Chris Pratt,クリス・プラット
9302,Q1215908,The Strain,literary work,,Die Saat,Nocturna,La Lignée,La progenie,ザ・ストレイン
9303,Q334220,Abbey of St. Vaast,abbey,,Abtei Saint-Vaast,abadía de Saint-Vaast,abbaye Saint-Vaast,Abbazia di San Vedasto,聖ヴァースト修道院
9304,Q54122,Continental Army,army,الجيش القاري,Kontinentalarmee,Ejército Continental,Armée continentale,Esercito Continentale,大陸軍
9305,Q14665,Emu War,military operation,حرب الإيمو,Emu War,Guerra del Emú,guerre des émeus,Guerra degli emù,エミュー戦争
9306,Q334186,Abbey of Saint-Germain-des-Prés,monastery,,Abtei Saint-Germain-des-Prés,abadía de Saint-Germain-des-Prés,abbaye de Saint-Germain-des-Prés,abbazia di Saint-Germain-des-Prés,サン＝ジェルマン＝デ＝プレ教会
9307,Q1050324,Monastery of Saint Euthymius,monastery,,Erlöser-Euphemius-Kloster,Monasterio del Salvador y San Eutimio,monastère du Sauveur-Saint-Euthyme,Monastero di Sant'Eutimio,スパソ・エフフィミエフ修道院
9308,Q304423,An Alpine Symphony,musical work/composition,,Eine Alpensinfonie,Sinfonía alpina,Une symphonie alpestre,Eine Alpensinfonie,アルプス交響曲
9309,Q790999,Violin Concerto No. 2,musical work/composition,,2. Violinkonzert,Concierto para violín n.º 2 (Bartók),Concerto pour violon nº 2 de Bartók,Concerto n. 2 per violino e orchestra,ヴァイオリン協奏曲第2番 (バルトーク)
9310,Q17049017,Top of the Heap,television series,,Verducci und Sohn,,,,
9311,Q12457,International System of Units,international standard,نظام الوحدات الدولي,Internationales Einheitensystem,Sistema Internacional de Unidades,Système international d'unités,sistema internazionale di unità di misura,国際単位系
9312,Q891236,We Were There,manga series,,Bokura ga Ita,Bokura ga Ita,C'était nous,Bokura ga ita,僕等がいた
9313,Q6522605,Leningrad première of Shostakovich's Symphony No. 7,première,,,Estreno de la sinfonía n.º 7 de Shostakóvich en Leningrado,Création à Léningrad de la symphonie nº 7 de Chostakovitch,,ショスタコーヴィチの交響曲第7番のレニングラード初演
9314,Q34485,Basilica of Candelaria,minor basilica,بازيليكا دي كانديلاريا,Basilika von Candelaria,basílica de Nuestra Señora de la Candelaria,basilique de la Candelaria,basilica di Nostra Signora della Candelaria,ヌエストラ・セニョーラ・デ・ラ・カンデラリア教会
9315,Q201608,Dennis Rodman,human,دينيس رودمان,Dennis Rodman,Dennis Rodman,Dennis Rodman,Dennis Rodman,デニス・ロッドマン
9316,Q555977,Brandenburg Gate,tourist attraction,,Brandenburger Tor (Kaliningrad),Puerta de Brandeburgo,porte de Brandebourg,,ブランデンブルク門
9317,Q2121628,Qingjing Mosque,mosque,مسجد الأصحاب,Qingjing-Moschee,,mosquée Qingjing,,清浄寺 (泉州市)
9318,Q2035952,The Vile Village,literary work,,,La villa vil,L'Arbre aux corbeaux,Il vile villaggio,
9319,Q1211651,The Blinding of Samson,painting,,Die Blendung Simsons,,L'Aveuglement de Samson,,ペリシテ人に目を潰されるサムソン
9320,Q14950013,Corey Linsley,human,,Corey Linsley,Corey Linsley,Corey Linsley,Corey Linsley,コーリー・リンズリー
9321,Q215983,The Grapes of Wrath,literary work,عناقيد الغضب,Früchte des Zorns,Las uvas de la ira,Les Raisins de la colère,Furore,怒りの葡萄
9322,Q6987428,telegraph,technology,برقية,Telegraf,telégrafo,télégraphe,telegrafo,
9323,Q748,Buddhism,religion,البوذية,Buddhismus,budismo,bouddhisme,buddismo,仏教
9324,Q462574,Diana Mosley,human,ديانا ميتفورد,Diana Mitford,Diana Mitford,Diana Mitford,Diana Mitford,ダイアナ・ミットフォード
9325,Q2296475,Tromsø Cathedral,cultural property,,Tromsø domkirke,Catedral de Tromsø,cathédrale de Tromsø,cattedrale di Tromsø,
9326,Q631066,Clemson University,public university,جامعة كليمسون,Clemson University,Universidad Clemson,université de Clemson,Clemson University,クレムソン大学
9327,Q4198224,Izhorskiye Zavody,joint-stock company,,Ischorski sawod,,,,イジョール工場
9328,Q41576,cocaine,type of chemical entity,كوكايين,Kokain,cocaína,cocaïne,cocaina,コカイン
9329,Q734976,Lord of Light,literary work,,,El señor de la luz,Seigneur de lumière,Signore della luce,光の王
9330,Q1612,Arkansas,U.S. state,أركنساس,Arkansas,Arkansas,Arkansas,Arkansas,アーカンソー州
9331,Q2619164,Knife of Dreams,literary work,,Die Traumklinge,Cuchillo de sueños,Le Poignard des rêves,La lama dei sogni,
9332,Q1953944,"Kidnapping, Caucasian Style",film,,Entführung im Kaukasus,La prisionera del Cáucaso o Nuevas aventuras de Shúrik,La Prisonnière du Caucase ou les Nouvelles Aventures de Chourik,Una vergine da rubare,
9333,Q15362106,The Mother,fictional human,,Die Mutter,La madre,,La ragazza con l'ombrello giallo,
9334,Q51056,Franz Joseph I of Austria,human,فرانتس يوزف الأول,Franz Joseph I.,Francisco José I de Austria,François-Joseph Ier d'Autriche,Francesco Giuseppe I d'Austria,フランツ・ヨーゼフ1世
9335,Q5362406,Elizabeth Bennett,human,إليزابيث بينيت,Elizabeth Bennett,Elizabeth Bennett,Elizabeth Bennett,Elizabeth Bennett,
9336,Q1961082,Catherine Palace,palace,,,Palacio de Catalina,palais Catherine,Palazzo di Caterina,エカテリーナ宮殿
9337,Q4224666,Books of Kings,religious text,سفر الملوك الثاني,Buch der Könige,Libros de los Reyes,livres des Rois,libri dei Re,列王記
9338,Q5234815,The Brave Little Toaster,literary work,,Tapferer kleiner Toaster,El valiente tostadorcito,Brave petit grille-pain,Il bravo piccolo tostapane: Una favola per elettrodomestici,いさましいちびのトースター
9339,Q206223,Francis II of the Two Sicilies,human,فرانشيسكو الثاني ملك الصقليتين,Franz II.,Francisco II de las Dos Sicilias,François II des Deux-Siciles,Francesco II delle Due Sicilie,フランチェスコ2世
9340,Q281245,"Frederick I, Duke of Swabia",human,فريدريش الأول دوق شوابيا,Friedrich I.,Federico I de Suabia,Frédéric Ier,Federico I di Svevia,ホーエンシュタウフェン伯フリードリヒ1世
9341,Q80966,Cate Blanchett,human,كيت بلانشيت,Cate Blanchett,Cate Blanchett,Cate Blanchett,Cate Blanchett,ケイト・ブランシェット
9342,Q3603018,Yoroshiku Mechadoc,manga series,,,,,A tutto gas,よろしくメカドック
9343,Q41628,John II Komnenos,human,يوحنا الثاني كومنين,Johannes II.,Juan II Comneno,Jean II Comnène,Giovanni II Comneno,ヨハネス2世コムネノス
9344,Q4024504,Uncle Henry,fictional human,,Onkel Henry,,,Zio Henry,ヘンリー叔父さん
9345,Q746728,Two Trees of Valinor,group of fictional objects,,Zwei Bäume von Valinor,los dos árboles de Valinor,Arbres du Valinor,Alberi di Valinor,二つの木
9346,Q1767900,Mercutio,theatrical character,ماركيشيو,Mercutio,Mercucio,Mercutio,Mercuzio,
9347,Q30946969,Melo Holic,television program,,,Meloholic,,,メロホリック
9348,Q461197,coat of arms of the Solomon Islands,national coat of arms,شعار جزر سليمان,Wappen der Salomonen,Escudo de las Islas Salomón,Armoiries des îles Salomon,stemma delle Isole Salomone,ソロモン諸島の国章
9349,Q1381289,Up in Smoke,film,عاليا في الدخان (فيلم),Viel Rauch um Nichts,Como humo se va,Faut trouver le joint,Up in Smoke,チーチ&チョン スモーキング作戦
9350,Q483329,The Merchant of Joseon,television series,التاجر,,Sangdo,,,商道
9351,Q1196629,The Shadow,written work,الظل,Der Schatten,,L'Ombre,,影
9352,Q1853707,Portuguese Synagogue,synagogue,,Portugiesische Synagoge,Sinagoga portuguesa de Ámsterdam perera,synagogue portugaise d'Amsterdam,sinagoga portoghese di Amsterdam,ポルトガル系イスラエル人シナゴーグ
9353,Q1572049,Kara Ahmed Pasha Mosque,congregational mosque,جامع الغازي أحمد باشا,Kara-Ahmed-Pascha-Moschee,,,moschea di Kara Ahmet Pascià,カラ・アフメト・パシャ・ジャーミイ
9354,Q160528,Burt Lancaster,human,برت لانكستر,Burt Lancaster,Burt Lancaster,Burt Lancaster,Burt Lancaster,バート・ランカスター
9355,Q199841,South Yemen,historical country,جمهورية اليمن الديمقراطية الشعبية,Volksdemokratische Republik Jemen,Yemen del Sur,République démocratique populaire du Yémen,Repubblica Democratica Popolare dello Yemen,南イエメン
9356,Q1254342,Dragonriders of Pern,sub-series,,Drachenreiter von Pern,Los jinetes de dragones de Pern,La Ballade de Pern,Ciclo di Pern,パーンの竜騎士
9357,Q267773,Helen of Anjou,human,هيلين أوف أنجو,Jelena Anžujska,Helena de Anjou,Sainte Hélène d'Anjou,Elena d'Angiò,アンジュー家のヘレン
9358,Q19675862,"The X-Files, season 10",miniseries,,Akte X (Staffel 10),décima temporada de The X-Files,saison 10 de X-Files : Aux frontières du réel,decima stagione di X-Files,X-ファイル シーズン10
9359,Q12190704,The Black Room,film,الغرفة السوداء,La Chambre noire,,La Chambre noire,,
9360,Q4248351,Joanna,female given name,جوانا,Joanna,Joanna,Joanna,Joanna,ジョアンナ
9361,Q107015978,Marvel's Spidey and His Amazing Friends,television series,,Spidey und seine Super-Freunde,Spidey and His Amazing Friends,Spidey et ses amis extraordinaires,Spidey e i suoi fantastici amici,よろしく！スパイディとすごいなかまたち
9362,Q629445,Gerald's Game,literary work,لعبة جيرالد,Das Spiel,El juego de Gerald,Jessie,Il gioco di Gerald,ジェラルドのゲーム
9363,Q16474,John McEnroe,human,جون ماكنرو,John McEnroe,John McEnroe,John McEnroe,John McEnroe,ジョン・マッケンロー
9364,Q1759661,White Martian,fictional humanoid species,,weißer Marsianer,Marcianos Blancos,Martiens blancs,Marziani Bianchi,
9365,Q492807,Good News,message,,Evangelium,El Evangelio,Évangiles,,福音
9366,Q477752,Rules of Acquisition,fictional code of conduct,,Erwerbsregeln,,Règles d'Acquisition ferengies,regole dell'acquisizione,
9367,Q932746,Mosque of Pasha Qasim,mosque,جامع غازي قاسم باشا,Ghazi-Kasim-Pascha-Moschee,,église Notre-Dame-de-la-Chandeleur,,
9368,Q826495,The Curse of King Tut's Tomb,television film,,King Tut – Der Fluch des Pharao,,La Malédiction du pharaon,,ツタン・カーメンの秘宝
9369,Q973475,Dustin Diamond,human,داستن دياموند,Dustin Diamond,Dustin Diamond,Dustin Diamond,Dustin Diamond,ダスティン・ダイアモンド
9370,Q164813,Perfume: The Story of a Murderer,film,عطر: قصة قاتل,Das Parfum – Die Geschichte eines Mörders,El perfume,Le Parfum,Profumo - Storia di un assassino,パフューム ある人殺しの物語
9371,Q838776,Bridge to Terabithia,literary work,جسر إلى تيرابيثيا,Die Brücke nach Terabithia,Un puente hacia Terabithia,Le Royaume de la rivière,Un ponte per Terabithia,テラビシアにかける橋
9372,Q1195449,Moses and Monotheism,literary work,موسى والتوحيد,Der Mann Moses und die monotheistische Religion,Moisés y la religión monoteísta,L'homme Moïse et la religion monothéiste,L'uomo Mosè e la religione monoteistica,モーセと一神教
9373,Q1658610,Ilya Muromets,film,,Ilja Muromez,La espada y el dragón,Le Géant de la steppe,Il conquistatore dei Mongoli,豪勇イリヤ 巨竜と魔王征服
9374,Q2459965,"Pedro, Prince Imperial of Brazil",human,بيدرو أفونسو الأمير الإمبراطوري للبرازيل,,Pedro de Brasil,Pierre-Alphonse du Brésil,Pietro di Braganza,ペドロ・アフォンソ皇子
9375,Q787378,"Violin Concerto in D major, Op. 61",musical work/composition,كونشيرتو الكمان (بيتهوفن),Violinkonzert,Concierto para violín,Concerto pour violon de Beethoven,Concerto per violino e orchestra,ヴァイオリン協奏曲
9376,Q177340,Nim's Island,film,جزيرة نيم,Die Insel der Abenteuer,La isla de Nim,L'Île de Nim,Alla ricerca dell'isola di Nim,幸せの1ページ
9377,Q2088263,How It's Made,television program,كيف تصنع الاشياء,So wird’s gemacht!,Así se hace,Comment c'est fait,Come è fatto,
9378,Q19852,One Ring,fictional ring,الخاتم الأوحد,Der Eine Ring,Anillo Único,Anneau unique,Unico Anello,一つの指輪
9379,Q2820598,Grestain Abbey,abbey,,Abtei Grestain,Abadía de Grestain,abbaye de Grestain,,
9380,Q6384329,chantilly cream,food ingredient,,Crème Chantilly,crema chantillí,crème chantilly,crema chantilly,クレーム・シャンティー
9381,Q219377,Nicholas Sparks,human,نيكولاس سباركس,Nicholas Sparks,Nicholas Sparks,Nicholas Sparks,Nicholas Sparks,ニコラス・スパークス
9382,Q1327581,Goof Troop,animated television series,بندق والأصدقاء,Goofy und Max,La Tropa Goofy,La Bande à Dingo,Ecco Pippo!,パパはグーフィー
9383,Q3108867,The Baby-Sitters Club,novel series,,The Baby-sitters Club,El club de las canguro,Les Baby-Sitters,,
9384,Q18397,The White Sheik,film,,Die bittere Liebe,El jeque blanco,Le Cheik blanc,Lo sceicco bianco,
9385,Q1186561,Vakhtangov Theatre,theatre company,,Wachtangow-Theater,Teatro Vajtángov,théâtre Vakhtangov,Teatro accademico statale Evgenij Vahtangov,ヴァフタンゴフ劇場
9386,Q655413,Address to the German Nation,literary work,خطابات إلى الأمة الألمانية,Reden an die deutsche Nation,Discursos a la nación alemana,Discours à la nation allemande,Discorsi alla nazione tedesca,ドイツ国民に告ぐ
9387,Q19521520,Sovietsky Hotel,hotel,,Sowjetskij Hotel,,,,
9388,Q3319924,My Man Godfrey,film,,Mein Mann Gottfried,Un mayordomo aristócrata,Mon homme Godfrey,L'impareggiabile Godfrey,いとしの殿方
9389,Q635167,The Music Box,short film,صندوق الموسيقى,Laurel und Hardy: Der zermürbende Klaviertransport,Haciendo de las suyas,"Livreurs, sachez livrer !",La scala musicale,ミュージック・ボックス (1932年の映画)
9390,Q134773,Forrest Gump,film,فورست غامب,Forrest Gump,Forrest Gump,Forrest Gump,Forrest Gump,フォレスト・ガンプ/一期一会
9391,Q203829,Charles I of Naples,human,شارل الأول ملك نابولي,Karl I.,Carlos de Anjou,Charles Ier d’Anjou,Carlo I d'Angiò,カルロ1世
9392,Q1408828,New York Titans,sports club,,,,Titans de New York,New York Titans,
9393,Q1335931,Charterhouse of Aula Dei,Carthusian monastery,,Kartause Aula Dei,Cartuja de Aula Dei,chartreuse d'Aula Dei,,
9394,Q15160673,Scooby-Doo! Stage Fright,film,,Scooby-Doo! Lampenfieber,¡Scooby-Doo! Pánico escénico,Scooby-Doo et le Fantôme de l'Opéra,Scooby-Doo e il palcoscenico stregato,
9395,Q110938022,National Treasure: Edge of History,television series,,Das Vermächtnis von Montezuma,,Trésors perdus : le secret de Moctezuma,Il mistero dei Templari - La serie,ナショナル・トレジャー 一族の謎
9396,Q2426670,Tokyo Twilight,film,,Tokio in der Dämmerung,Crepúsculo en Tokio,Crépuscule à Tokyo,Crepuscolo di Tokyo,東京暮色
9397,Q534739,Tree and Leaf,written work,,Baum und Blatt,Árbol y Hoja,Tree and Leaf,Albero e foglia,
9398,Q107121201,Girls with Makarov,television series,,Devushki s Makarovym,,,,
9399,Q3769,French Guiana,overseas department and region of France,غويانا الفرنسية,Französisch-Guayana,Guayana Francesa,Guyane,Guyana francese,フランス領ギアナ
9400,Q231253,Symphony No. 4,musical work/composition,,4. Sinfonie,Sinfonía n.º 4,Symphonie nº 4 de Chostakovitch,Sinfonia n. 4,交響曲第4番
9401,Q3331329,Escapees' Medal,medallion,,Médaille des Évadés,,médaille des Évadés,Medaglia degli evasi,亡命記念章
9402,Q3349126,Ode to a Nightingale,literary work,قصيدة إلى العندليب,Ode an eine Nachtigall,Oda a un ruiseñor,Ode à un rossignol,Ode a un usignolo,ナイチンゲールへの頌歌
9403,Q5503619,fried eggplant,food,باذنجان مقلي,,berenjena frita,,,揚げ茄子
9404,Q51718,Baldwin II of Jerusalem,human,بلدوين الثاني,Balduin II.,Balduino II,Baudouin II de Jérusalem,Baldovino II di Gerusalemme,ボードゥアン2世
9405,Q178824,Blizzard Entertainment,video game developer,بليزارد إنترتينمنت,Blizzard Entertainment,Blizzard Entertainment,Blizzard Entertainment,Blizzard Entertainment,ブリザード・エンターテインメント
9406,Q16692754,Battle for Sevastopol,film,الكفاح من اجل سيفاستوبول,Red Sniper – Die Todesschützin,Bitva za Sevastopol,Résistance,Resistance - La battaglia di Sebastopoli,ロシアン・スナイパー
9407,Q3220245,Hollow Triumph,film,,Der Mann mit der Narbe,La cicatriz,Le Balafré,Jim lo sfregiato,
9408,Q943383,Turkish March,musical work/composition,,,Marcha Turca,,Marcia alla turca,トルコ行進曲
9409,Q208002,The Fellowship of the Ring,literary work,رفقة الخاتم,Die Gefährten,La Comunidad del Anillo,La Communauté de l'anneau,La Compagnia dell'Anello,旅の仲間
9410,Q3051430,Symphony in D minor,musical work/composition,,Sinfonie,Sinfonía en re menor,Symphonie en ré mineur,Sinfonia in Re minore (Franck),交響曲
9411,Q1572431,Şemsi Pasha Mosque,congregational mosque,جامع شمسي باشا,Şemsi-Pascha-Moschee,,,moschea di Şemsi Pascià,シェムシ・パシャ・モスク
9412,Q1204167,compressed tea,tea,,,Ladrillo de té,brique de thé,,緊圧茶
9413,Q54145,Medford,city in the United States,ميدفورد,Medford,Medford,Medford,Medford,メドフォード
9414,Q4923244,The Rise and Fall of Qing Dynasty,television series,,,Ascenso y Caída de la Dinastía Qing,,,満清十三皇朝
9415,Q96761052,York ham,fiambre,,,jamón de York,,,
9416,Q1277076,The Son of Neptune,literary work,,Helden des Olymp – Der Sohn des Neptun,El hijo de Neptuno,Le Fils de Neptune,Eroi dell'Olimpo: il figlio di Nettuno,
9417,Q2447776,The Word for World Is Forest,literary work,,Das Wort für Welt ist Wald,El nombre del mundo es Bosque,Le nom du monde est forêt,Il mondo della foresta,世界の合言葉は森
9418,Q3793541,Inspector Nardone,television series,,,,Il commissario Nardone,Il commissario Nardone,
9419,Q7380709,Rush Hour,film series,ساعة الذروة,,,Rush Hour,Rush Hour,
9420,Q188772,Willem Dafoe,human,ويليم دافو,Willem Dafoe,Willem Dafoe,Willem Dafoe,Willem Dafoe,ウィレム・デフォー
9421,Q7320,Nazi Party,Führerpartei,الحزب النازي,Nationalsozialistische Deutsche Arbeiterpartei,Partido Nazi,Parti national-socialiste des travailleurs allemands,Partito Nazionalsocialista Tedesco dei Lavoratori,国民社会主義ドイツ労働者党
9422,Q351735,Adams,family name,آدامز,Adams,,Adams,,アダムズ
9423,Q2565001,Red Book of Westmarch,fictional book,الكتاب الأحمر من الغرب الثغر,Das Rote Buch der Westmark,Libro Rojo de la Frontera del Oeste,Livre rouge de la Marche de l'Ouest,Libro Rosso dei Confini Occidentali,西境の赤表紙本
9424,Q552935,Jeff Teague,human,جيف تيج,Jeff Teague,Jeff Teague,Jeff Teague,Jeff Teague,ジェフ・ティーグ
9425,Q54274,Pirates of the Caribbean: At World's End,film,قراصنة الكاريبي: في نهاية العالم,Pirates of the Caribbean – Am Ende der Welt,Piratas del Caribe: en el fin del mundo,Pirates des Caraïbes : Jusqu'au bout du monde,Pirati dei Caraibi - Ai confini del mondo,パイレーツ・オブ・カリビアン/ワールド・エンド
9426,Q2264980,The New Avengers,group of fictional characters,المنتقمون الجدد,,Los Nuevos Vengadores,Les Nouveaux Vengeurs,Nuovi Vendicatori,ニューアベンジャーズ
9427,Q305561,Quidditch,fictional sport,كويدتش,Quidditch,quidditch,quidditch,quidditch,クィディッチ
9428,Q1941795,Achel Abbey,Trappist monastery,,Trappistenabtei Achel,abadía de Achel,abbaye Notre-Dame de Saint-Benoît d'Achel,,
9429,Q1396889,Animal Farm,literary work,مزرعة الحيوان,Farm der Tiere,Rebelión en la granja,La Ferme des animaux,La fattoria degli animali,動物農場
9430,Q857000,How to Train Your Dragon,novel series,كيف تروض تنينك,Drachenzähmen leicht gemacht,Cómo entrenar a tu dragón,,Le eroiche disavventure di Topicco Terribilis Totanus III,ヒックとドラゴン
9431,Q486606,Aleppo pepper,spice,فلفل حلبي,Pul Biber,pimienta aleppo,Piment d'Alep,,アレッポトウガラシ
9432,Q429905,Joan of Castro,human,,,Juana de Castro,Jeanne de Castro,Giovanna de Castro,フアナ・デ・カストロ
9433,Q969482,Strahov Monastery,monastery,,Kloster Strahov,Monasterio de Strahov,monastère de Strahov,Monastero di Strahov,ストラホフ修道院
9434,Q223520,Symphony No. 3,musical work/composition,,3. Sinfonie,Sinfonía n.º 3,Symphonie nº 3 de Górecki,Sinfonia n. 3,交響曲第3番
9435,Q2356878,The Lost Hero,literary work,,Helden des Olymp – Der verschwundene Halbgott,El héroe perdido,Le Héros perdu,Eroi dell'Olimpo: l'eroe perduto,
9436,Q3651784,The Impossible,film,المستحيل,El mustahil,,,,
9437,Q117444564,My Big Fat Greek Wedding 3,film,,My Big Fat Greek Wedding – Familientreffen,Mi gran boda griega 3,Mariage à la grecque 3,Il mio grosso grasso matrimonio greco 3,
9438,Q3724578,Kaze no Shōjo Emily,anime television series,إيميلي,,,,Emily della Luna Nuova,風の少女エミリー
9439,Q145,United Kingdom,sovereign state,المملكة المتحدة,Vereinigtes Königreich,Reino Unido,Royaume-Uni,Regno Unito,イギリス
9440,Q321423,Law & Order,television series,قانون ونظام,Law & Order,Law & Order,"New York, police judiciaire",Law & Order - I due volti della giustizia,ロー&オーダー
9441,Q1275068,Streets of Fire,film,شوارع النار,Straßen in Flammen,Calles de fuego,Les Rues de feu,Strade di fuoco,ストリート・オブ・ファイヤー
9442,Q1678442,The Thief,film,,Der Dieb,Vor,Le Voleur et l'Enfant,Il ladro,パパってなに?
9443,Q130135,Atlas Mountains,mountain range,جبال الأطلس,Atlas,Atlas,Atlas,Atlante,アトラス山脈
9444,Q1069130,Longjing tea,green tea,شاي لونغ جينغ,Long Jing,,Long Jing,,龍井茶
9445,Q2252646,Princess Marie-Louise d’Orléans,human,ماري لويز أميرة أورليان,,María Luisa de Orleans,Marie-Louise d'Orléans,Maria Luisa di Borbone-Orléans,マリー・ルイーズ・ドルレアン
9446,Q1169080,The Year My Parents Went on Vacation,film,,"Das Jahr, als meine Eltern im Urlaub waren",O ano em que meus pais saíram de férias,L'Année où mes parents sont partis en vacances,L'anno in cui i miei genitori andarono in vacanza,
9447,Q389933,The Miser,dramatic work,البخيل,Der Geizige,El avaro,L'Avare,L'avaro,守銭奴
9448,Q188143,Montreal Canadiens,ice hockey team,مونتريال كانيديينز,Canadiens de Montréal,Canadiens de Montréal,Canadiens de Montréal,Canadiens de Montréal,モントリオール・カナディアンズ
9449,Q1527304,St. Mang's Abbey,monastery,,"Benediktinerkloster St. Mang, Füssen",,abbaye Saint-Magne de Füssen,abbazia di San Magno,ザンクト・マンク修道院
9450,Q752439,Appointment with Death,literary work,موعد مع الموت,Der Tod wartet,Cita con la muerte,Rendez-vous avec la mort,La domatrice,死との約束
9451,Q2527101,Troilus and Criseyde,literary work,,,Troilo y Criseida (Chaucer),Troïlus et Criseyde,Troilo e Criseide,トロイルスとクリセイデ
9452,Q194424,Fantastic Beasts and Where to Find Them,literary work,الوحوش المذهلة وأين تجدها,Phantastische Tierwesen & wo sie zu finden sind,Animales Fantasticos y Donde Encontrarlos,Les Animaux fantastiques,Gli animali fantastici: dove trovarli,幻の動物とその生息地
9453,Q2095813,Pines of Rome,musical work/composition,,Pini di Roma,Pini di Roma,Pini di Roma,I pini di Roma,ローマの松
