source,target
,
Winnie the Pooh,Winnie l'ourson
The Vampire Chronicles,Chroniques des vampires
Draco Malfoy*|*Hogwarts,Drago Malefoy*|*Poudlard
Ahab,Capitaine Achab
,
Frodo*|*Mount Doom*|*Lord of the Rings,Frodon Sacquet*|*Mont Destin*|*Le Seigneur des anneaux
Hobbit*|*Frodo*|*Lord of the Rings,Le Hobbit*|*Frodon Sacquet*|*Le Seigneur des anneaux
His Dark Materials,His Dark Materials : À la croisée des mondes
The Scarlet Letter,La Lettre écarlate
Harry Potter and the Order of the Phoenix,Harry Potter et l'Ordre du phénix
,
,
Harry Potter and the Order of the Phoenix,Harry Potter et l'Ordre du phénix
Diary of a Wimpy Kid,Journal d'un dégonflé
,
The Bell Jar,La Cloche de détresse
Great Expectations,Les Grandes Espérances
T.S. Eliot*|*The Waste Land,T. S. Eliot*|*La Terre vaine
The Great Gatsby,Jay Gatsby
Christian Gray,Christian Gray
Murder on the Orient Express,Le Crime de l'Orient-Express
,
Angels and Demons*|*Dan Brown,Anges et Démons*|*Dan Brown
Ophelia*|*Laertes,Ophélie*|*Laërte
,
Diary of a Wimpy Kid,Journal d'un dégonflé
Slaughterhouse-Five,Abattoir 5 ou la Croisade des enfants
The Scarlet Letter,La Lettre écarlate
Sound and the Fury,Le Bruit et la Fureur
A Song of Ice and Fire,Le Trône de fer
Metamorphosis*|*Franz Kafka,La Métamorphose*|*Franz Kafka
Pride and Prejudice,Orgueil et Préjugés
Wheel of Time,La Roue du temps
,
Crime and Punishment,Crime et châtiment
Of Mice and Men,Des souris et des hommes
Fifty Shades of Grey,Cinquante nuances de Grey
Magic Tree House,La Cabane magique
Neuromancer,Neuromancien
Emily Brontë*|*Wuthering Heights,Emily Brontë*|*Les Hauts de Hurlevent
Journey to the Center of the Earth,Voyage au centre de la Terre
Charlie and the Chocolate Factory,Charlie et la chocolaterie
J. D. Salinger,J. D. Salinger
Great Expectations,Les Grandes Espérances
The Black Cauldron,Taram et le Chaudron magique
Percy Jackson,Percy Jackson
Penelope,Pénélope
To Kill a Mockingbird,Ne tirez pas sur l'oiseau moqueur
Paul Atreides,Paul Atréides
George R. R. Martin,George R. R. Martin
Voldemort,Voldemort
The Giver,Le Passeur
Red Badge of Courage,La Conquête du courage
American,Américains
Schindler's Ark,La Liste de Schindler
The Raven,Le Corbeau
Dark Tower,La Tour sombre
J. D. Salinger,J. D. Salinger
J. K. Rowling,J. K. Rowling
,
Oedipus,Œdipe
Crime and Punishment,Crime et châtiment
Interview with the Vampire,Entretien avec un vampire
,
,
Oedipus,Œdipe
J. K. Rowling,J. K. Rowling
Harper Lee*|*To Kill a Mockingbird,Harper Lee*|*Ne tirez pas sur l'oiseau moqueur
R. L. Stine,R. L. Stine
War and Peace,Guerre et Paix
Gone with the Wind,Autant en emporte le vent
New England,Nouvelle-Angleterre
The Hobbit,Le Hobbit
Hogwarts,Poudlard
Heathcliff*|*Wuthering Heights,Heathcliff*|*Les Hauts de Hurlevent
Elven*|*Lord of the Rings,Elven*|*Le Seigneur des anneaux
Samwise Gamgee,Samsagace Gamegie
Lord of the Flies,Sa Majesté des mouches
Elizabeth Bennett,Elizabeth Bennett
Juliet*|*Romeo and Juliet,Juliette Capulet*|*Roméo et Juliette
The Tipping Point,Le point de bascule
,
The Shining,Shining
Fellowship of the Ring,communauté de l'Anneau
,
Ernest Hemingway*|*The Old Man and the Sea,Ernest Hemingway*|*Le Vieil Homme et la Mer
Fifty Shades of Grey,Cinquante nuances de Grey
,
Little House on the Prairie,La Petite Maison dans la prairie
Little Men,Le Rêve de Jo March
Bridge to Terabithia,Le Secret de Terabithia
Lunar Chronicles,Les chroniques lunaires
Wade Watts*|*Ready Player One,Wade Watts*|*Ready Player One
A Song of Ice and Fire,Le Trône de fer
,
Conan the Warrior,Conan le guerrier
James Joyce*|*Dubliners,James Joyce*|*Les Gens de Dublin
Hogwarts,Poudlard
J. K. Rowling*|*Harry Potter,J. K. Rowling*|*Harry Potter
Lord of the Rings,Le Seigneur des anneaux
The Animal Farm,La Ferme des animaux
The Goldfinch,Le Chardonneret
Harry Potter*|*J. K. Rowling,Harry Potter*|*J. K. Rowling
Paul Atreides,Paul Atréides
,
Berlin,Berlin
,
Statue of Liberty*|*US,statue de la Liberté*|*États-Unis
Moscow,Moscou
US*|*Big Apple,États-Unis*|*New York
,
North Dakota,Dakota du Nord
,
New York City,New York
Big Apple,New York
Sydney Opera House,opéra de Sydney
New York City,New York
Peru,Pérou
Eiffel Tower,tour Eiffel
Georgia*|*US,Géorgie*|*États-Unis
,
Devils Tower,Devils Tower
Statue of Liberty,statue de la Liberté
Sydney Opera House,opéra de Sydney
Golden Gate Bridge,pont du Golden Gate
Turkey,Turquie
,
Germany,Allemagne
,
Mount Rushmore,mont Rushmore
Hadrian's Wall,mur d'Hadrien
New York City,New York
Nelson's Column,colonne Nelson
Mexico,Mexico
Mexico*|*World,Mexico*|*Terre
Statue of Liberty,statue de la Liberté
,
Rio de Janeiro*|*Brazil,Rio de Janeiro*|*Brésil
Christ*|*Brazil,Jésus-Christ*|*Brésil
United States,États-Unis
Virginia,Virginie
New York City,New York
White House,Maison-Blanche
Latvia,Lettonie
Mount Rushmore,mont Rushmore
Germany,Allemagne
New York City,New York
City of Brotherly Love,Philadelphie
,
Golden Gate Bridge,pont du Golden Gate
India,Inde
,
,
USA,États-Unis
,
Mount Rushmore,mont Rushmore
US*|*The Big Easy,États-Unis*|*La Nouvelle-Orléans
US,États-Unis
,
US*|*Statue of Liberty*|*Declaration of Independence,États-Unis*|*statue de la Liberté*|*Déclaration d'indépendance des États-Unis
India,Inde
Mexico City,Mexico
,
,
,
Mount Rushmore,mont Rushmore
Statue of Liberty,statue de la Liberté
Great Wall of China,Grande Muraille
,
Summer Olympics,Jeux olympiques d’été
,
Mount Rushmore,mont Rushmore
Philadelphia,Philadelphie
,
,
Eiffel Tower,tour Eiffel
Eiffel Tower,tour Eiffel
Florida,Floride
Firth of Forth*|*United Kingdom,Firth of Forth*|*Royaume-Uni
Barbados,Barbade
Statue of Liberty*|*USA,statue de la Liberté*|*États-Unis
Mexico City*|*Mexico,Mexico*|*Mexico
White House,Maison-Blanche
Mexico City,Mexico
Statue of Liberty,statue de la Liberté
Georgia,Géorgie
Victoria Memorial*|*London,Victoria Memorial*|*Londres
Summer Olympic Games,Jeux olympiques d’été
Brandenburg Gate,porte de Brandebourg
Spain,Espagne
Jews*|*Christians*|*Muslims,Juifs*|*chrétien ou chrétienne*|*musulman ou musulmane
,
University of Pennsylvania,université de Pennsylvanie
United States,États-Unis
The Big Easy,La Nouvelle-Orléans
Brazil,Brésil
Oregon*|*Columbia,Oregon*|*université Columbia
Statue of Liberty*|*US,statue de la Liberté*|*États-Unis
Moscow*|*Russia,Moscou*|*Empire russe
California,Californie
Atomium,Atomium
,
Statue of Liberty*|*USA,statue de la Liberté*|*États-Unis
Mount Rushmore,mont Rushmore
,
Eiffel Tower,tour Eiffel
,
,
,
Great Wall of China,Grande Muraille
US*|*Liberty Bell,États-Unis*|*Liberty Bell
Statue of Liberty,statue de la Liberté
,
Sydney Opera House,opéra de Sydney
,
Statue of Liberty,statue de la Liberté
United States,États-Unis
Florida,Floride
Mount Rushmore,mont Rushmore
,
Temple of the Tooth,temple de la Dent
Statue of Liberty,statue de la Liberté
,
UK,Royaume-Uni
California*|*Obama,Californie*|*Barack Obama
,
USA,États-Unis
USA,États-Unis
London,Londres
,
Scotland,Royaume d'Écosse
Manila,Manille
,
Arbor Day,Journée nationale de l’arbre
Philadelphia,Philadelphie
United States,États-Unis
Detroit,Détroit
Yosemite National Park*|*US,parc national de Yosemite*|*États-Unis
British Columbia*|*Canada*|*Portland,Colombie-Britannique*|*Canada*|*Portland
Virginia,Virginie
Statue of Liberty*|*America,statue de la Liberté*|*États-Unis
,
Golden Gate,porte dorée
Sin City,Las Vegas
US*|*Statue of Liberty,États-Unis*|*statue de la Liberté
Cayenne*|*French Guiana,Cayenne*|*Guyane
,
Greece,Grèce antique
Chile,Chili
Sin City,Las Vegas
German*|*World War II,allemand*|*Seconde Guerre mondiale
,
Olympics,Jeux olympiques
Thailand,Thaïlande
United States,États-Unis
Middle East,Moyen-Orient
Economist Intelligence Unit*|*Chile,Economist Intelligence Unit*|*Chili
Shinzo Abe,Shinzō Abe
Iraq,Irak
Mongolia,Mongolie
United States,États-Unis
Chile,Chili
South Korea,Corée du Sud
US,États-Unis
Bolivia,Bolivie
United States Senate,Sénat des États-Unis
World War II,Seconde Guerre mondiale
African*|*United States,Africains*|*États-Unis
Saudi Arabia,Arabie saoudite
,
Benjamin Netanyahu*|*Israel,Benyamin Netanyahou*|*Jacob
China,république populaire de Chine
Vatican,Vatican
Pennsylvania,Pennsylvanie
US,États-Unis
African,Africains
United States,États-Unis
United States,États-Unis
House of Representatives,Chambre des représentants
China,république populaire de Chine
Bahrain,Bahreïn
Europe,Union européenne
Lebanon,Liban
Xi Jinping*|*China,Xi Jinping*|*république populaire de Chine
Senate*|*Lindsey Graham*|*South Carolina,Sénat des États-Unis*|*Lindsey Graham*|*Caroline du Sud
Colombia,Colombie
Poland,Pologne
Saudi Arabia,Arabie saoudite
United States,États-Unis
South America,Amérique du Sud
Italy,Italie
,
United States,États-Unis
California*|*House of Representatives,Californie*|*Chambre des représentants
Somalia,Somalie
United States,États-Unis
Peru,Pérou
Japan,Honshū
Palestine Liberation Organization,Organisation de libération de la Palestine
Indonesia,Indonésie
Mexico,Mexico
Chile,Chili
Mongolia,Mongolie
,
Africa,Afrique
,
United Kingdom*|*People's Republic of China,Royaume-Uni*|*république populaire de Chine
,
United States,États-Unis
US,États-Unis
United Kingdom,Royaume-Uni
European Union,Union européenne
Japan,Honshū
American,Américains
Israel,Jacob
Italy,Italie
African National Congress,Congrès national africain
Japan,Honshū
Japan,Honshū
England,royaume d'Angleterre
South America,Amérique du Sud
,
,
Brazil,Brésil
Kim Jong-un*|*North Korea,Kim Jong-un*|*Corée du Nord
Germany,Allemagne
Argentina,Argentine
Egypt,Égypte
Germany,Allemagne
Yemen*|*South Yemen,Yémen*|*République démocratique populaire du Yémen
Egypt*|*Israel,Égypte*|*Jacob
Peru,Pérou
Denmark,Danemark
US,États-Unis
Iraq,Irak
Bolivia,Bolivie
Joe Biden,Joe Biden
United States,États-Unis
,
Egypt*|*Abdel Fattah el-Sisi,Égypte*|*Abdel Fattah al-Sissi
Japan,Honshū
US*|*US*|*Jerusalem*|*Israel,États-Unis*|*États-Unis*|*Jérusalem*|*Jacob
Colombia,Colombie
Cyril Ramaphosa*|*South Africa,Cyril Ramaphosa*|*Afrique du Sud
WW II,Seconde Guerre mondiale
Ebrahim Raisi,Ebrahim Raïssi
South Africa,Afrique du Sud
,
South Africa,Afrique du Sud
EEC*|*European Union,Communauté économique européenne*|*Union européenne
,
Yemen,Yémen
Israel,Jacob
Argentina,Argentine
,
Yoshihide Suga*|*Japan,Yoshihide Suga*|*Honshū
Africa,Afrique
Hillary Clinton,Hillary Clinton
African,Africains
Thailand,Thaïlande
United Kingdom,Royaume-Uni
Rio de Janeiro*|*Brazil*|*Brazil*|*Republic,Rio de Janeiro*|*Brésil*|*Brésil*|*La République
US*|*Senate,États-Unis*|*Sénat des États-Unis
,
South America,Amérique du Sud
Mongolia,Mongolie
Japan,Honshū
,
United States,États-Unis
Ireland,Irlande
Africa,Afrique
US,États-Unis
US,États-Unis
Lebanon*|*Syria,Liban*|*Syrie
North Macedonia,Macédoine du Nord
Germany*|*Adolf Hitler,Allemagne*|*Adolf Hitler
,
Africa,Afrique
,
Bolivia*|*Pacific Ocean,Bolivie*|*océan Pacifique
Panama Canal,canal de Panama
House of Representatives,Chambre des représentants
China,république populaire de Chine
Colombia,Colombie
Sudan,Soudan
Cameroon,Cameroun
Colombia,Colombie
South Africa,Afrique du Sud
Ecuador,Équateur
White House,Maison-Blanche
Chinese,chinois
Mesopotamia,Mésopotamie
Chinese,chinois
King Tut*|*Egypt,Toutânkhamon*|*Égypte
Inca,civilisation inca
Japan,Honshū
Cleopatra,Cléopâtre
Ancient Greece,Grèce antique
Aztec*|*Mexico,aztèque*|*Mexico
Egyptians,Égyptiens
Greece,Grèce antique
Egypt,Égypte
,
,
US*|*Civil War,États-Unis*|*guerre de Sécession
Civil War,guerre de Sécession
Julius Caesar,Jules César
Mongol Empire,Empire mongol
,
WW II,Seconde Guerre mondiale
Egypt,Égypte
Inca,civilisation inca
Egypt,Égypte
World War One,Première Guerre mondiale
Egypt,Égypte
United States,États-Unis
WW I,Première Guerre mondiale
Saxons*|*England,Saxons*|*royaume d'Angleterre
Cleopatra,Cléopâtre
World War II,Seconde Guerre mondiale
Petra,Pétra
,
China,république populaire de Chine
Egypt,Égypte
United States*|*WW II,États-Unis*|*Seconde Guerre mondiale
,
Mycenaean,civilisation mycénienne
Aztecs,aztèque
Church of England,Église d'Angleterre
China,république populaire de Chine
,
Rome,République romaine
,
Japan*|*World War II,Honshū*|*Seconde Guerre mondiale
American Civil War,guerre de Sécession
Athens*|*Sparta*|*BC,Athènes*|*Sparte*|*Colombie-Britannique
Cleopatra,Cléopâtre
United States,États-Unis
WW I,Première Guerre mondiale
Atlantic Ocean,océan Atlantique
Egypt*|*BC,Égypte*|*Colombie-Britannique
,
Mongolian Empire,Empire mongol
World War II,Seconde Guerre mondiale
Chinese,chinois
,
US*|*Iraq,États-Unis*|*Irak
Mongol Empire,Empire mongol
American Revolutionary War,guerre d'indépendance des États-Unis
Treaty of Paris,traité de Paris
Christ,Jésus-Christ
American*|*American,Américains*|*Américains
,
Egyptian,L'Égyptien
Egypt,Égypte
Ottoman Empire,Empire ottoman
Americans*|*Civil War,Américains*|*guerre de Sécession
Ancient Egypt,Égypte antique
,
Civil War,guerre de Sécession
Russia,Empire russe
Korean War*|*Korea,guerre de Corée*|*Corée
Etruscans,Étrusques
Ra,Rê
,
WW II,Seconde Guerre mondiale
African-American,Afro-Américains
,
AD,Andorre
Roosevelt*|*US,Franklin Delano Roosevelt*|*États-Unis
WW I,Première Guerre mondiale
Iron Age,âge du fer
Alexander the Great,Alexandre le Grand
Suez Canal,canal de Suez
Chinese,chinois
Alexander the Great,Alexandre le Grand
Battle of Midway,bataille de Midway
Roman Empire,Empire byzantin
American*|*World War II,Américains*|*Seconde Guerre mondiale
Cleopatra,Cléopâtre
Inca,civilisation inca
German Air Force*|*World War II,Luftwaffe*|*Seconde Guerre mondiale
England,royaume d'Angleterre
,
American Civil War,guerre de Sécession
,
United States,États-Unis
Trevi Fountain,fontaine de Trevi
Alexander the Great,Alexandre le Grand
Byzantine Empire,Empire byzantin
World War I,Première Guerre mondiale
Great Britain*|*AD,Royaume-Uni*|*Andorre
Inca Empire,Empire inca
Dresden,Dresde
Parthenon*|*Athens,Parthénon*|*Athènes
Aztec*|*Tenochtitlan,aztèque*|*Mexico-Tenochtitlan
House of Representatives,Chambre des représentants
Battle of Hastings,bataille d'Hastings
Egypt,Égypte
Mexico,Mexico
Mount Vesuvius,Vésuve
Assyria,Assyrie
Olympics,Jeux olympiques
Battle of Gettysburg,bataille de Gettysburg
Cleopatra,Cléopâtre
Aztecs,aztèque
,
Tang Dynasty,dynastie Tang
Mexico,Mexico
Odyssey*|*Iliad,L'Odyssée*|*Iliade
Aztec Empire,Empire aztèque
Siege of Boston*|*American Revolution,siège de Boston*|*révolution américaine
,
Babylonian*|*Jews,babylonien*|*Juifs
World War I,Première Guerre mondiale
Greece*|*Olympic Games,Grèce antique*|*Jeux olympiques antiques
,
Genghis Khan,Gengis Khan
US*|*Korean War,États-Unis*|*guerre de Corée
Battle of Saintes*|*American Revolutionary War,bataille de Saintes*|*guerre d'indépendance des États-Unis
World War I,Première Guerre mondiale
,
American Civil War,guerre de Sécession
British*|*American Revolutionary War,britannique*|*guerre d'indépendance des États-Unis
Germany*|*Japan*|*World War II,Allemagne*|*Honshū*|*Seconde Guerre mondiale
World War II*|*Japanese,Seconde Guerre mondiale*|*Japonais
United States,États-Unis
William the Conqueror*|*England,Guillaume le Conquérant*|*royaume d'Angleterre
,
United States,États-Unis
Pythagorean theorem,théorème de Pythagore
,
World War Two,Seconde Guerre mondiale
Alexander the Great,Alexandre le Grand
USSR*|*Poland,Union soviétique*|*Pologne
The Cold War,guerre froide
England,royaume d'Angleterre
,
US*|*Vietnam,États-Unis*|*Viêt Nam
World War II,Seconde Guerre mondiale
Russian Empire,Empire russe
Parthenon,Parthénon
,
World War I*|*World War II,Première Guerre mondiale*|*Seconde Guerre mondiale
Alexander the Great,Alexandre le Grand
Italian*|*China,Symphonie nº 4 de Bruckner*|*république populaire de Chine
Leonardo da Vinci,Léonard de Vinci
US Civil War,guerre de Sécession
American Revolutionary War,guerre d'indépendance des États-Unis
,
Persian Empire,Empire achéménide
Chinese,chinois
Egypt,Égypte
Egypt,Égypte
Aztec Empire,Empire aztèque
French*|*World War I,français*|*Première Guerre mondiale
Julius Caesar*|*Rubicon,Jules César*|*Rubicon
Roman Empire,Empire byzantin
Sumerians,Sumer
Christopher Columbus*|*America,Christophe Colomb*|*États-Unis
United States*|*WWI,États-Unis*|*Première Guerre mondiale
Persian Empire,Empire achéménide
Aztec Empire,Empire aztèque
Americans*|*WW II,Américains*|*Seconde Guerre mondiale
,
Ramses II,Ramsès II
Greece*|*Olympian,Grèce antique*|*sportif olympique
,
Egypt,Égypte
The Civil War,guerre de Sécession
,
Nefertiti,Néfertiti
Rome,République romaine
Seven Years' War,guerre de Sept Ans
Mongol Empire,Empire mongol
Aztec,aztèque
Inca Empire,Empire inca
Darfur,Darfour
United States,États-Unis
Romans*|*Carthage,Épître aux Romains*|*Carthage
Japan,Honshū
,
United States,États-Unis
United Kingdom*|*World War II,Royaume-Uni*|*Seconde Guerre mondiale
Americans*|*World War II,Américains*|*Seconde Guerre mondiale
Mongol Empire,Empire mongol
Romeo and Juliet,Roméo et Juliette
Socrates,Socrate
World War II,Seconde Guerre mondiale
Xia*|*China,dynastie Xia*|*république populaire de Chine
United States,États-Unis
,
Sparta,Sparte
Great Britain,Royaume-Uni
Sumer,Sumer
Nightmare on Elm Street,Les Griffes de la nuit
Grammy,Grammy Awards
Kansas City Chiefs,Chiefs de Kansas City
The Vampire Chronicles,Chroniques des vampires
Paul Atreides,Paul Atréides
Pride and Prejudice,Orgueil et Préjugés
,
J. R. R. Tolkien*|*The Lord of the Rings,J. R. R. Tolkien*|*Le Seigneur des anneaux
Golden Gate Bridge,pont du Golden Gate
City of Angels,Los Angeles
Yellowstone National Park,parc national de Yellowstone
Tower of London,tour de Londres
USA,États-Unis
,
China,république populaire de Chine
,
Belgium*|*France*|*Italy*|*Luxembourg*|*West Germany,Belgique*|*Cinquième République*|*Italie*|*Luxembourg*|*Allemagne de l'Ouest
Bernie Sanders*|*Iraq,Bernie Sanders*|*Irak
George H. W. Bush,George H. W. Bush
,
Lebanon,Liban
French Guiana,Guyane
Angela Merkel*|*Germany,Angela Merkel*|*Allemagne
Austria,Autriche-Hongrie
Achaemenid Empire,Empire achéménide
Gulf of Tonkin,golfe du Tonkin
Japan,Honshū
,
France*|*Battle of Waterloo,Cinquième République*|*bataille de Waterloo
Nero,Néron
American Revolutionary War,guerre d'indépendance des États-Unis
,
,
Rockstar Games*|*Grand Theft Auto: Vice City,Rockstar Games*|*Grand Theft Auto: Vice City
Pokemon Ruby and Sapphire,Pokémon Rubis et Saphir
South Korea,Corée du Sud
Pokemon Blue,Pokémon Bleu
Sonic the Hedgehog,Sonic the Hedgehog
,
Phobos*|*Doom,Phobos*|*Doom
,
Roblox,Roblox
,
Peach,Princesse Peach
Street Fighter II*|*Japan*|*Super Famicom,Street Fighter II : The World Warrior*|*Honshū*|*Super Nintendo Entertainment System
,
,
Sony PlayStation*|*United States,PlayStation*|*États-Unis
Pokemon*|*US,Pokémon*|*États-Unis
Pokemon Red,Pokémon Rouge
Pokemon Silver,Pokémon Argent
,
Super Smash Bros,Super Smash Bros.
Assassin's Creed,Assassin's Creed
Pac-Man,Pac-Man
,
Nobel Prize,prix Nobel
England,royaume d'Angleterre
Scotland,Royaume d'Écosse
Scotland,Royaume d'Écosse
Italy,Italie
Hispanic,hispanique
India,Inde
India,Inde
India,Inde
Egypt,Égypte
Egypt,Égypte
Egypt,Égypte
Egypt,Égypte
Egypt,Égypte
Egypt,Égypte
Eighteenth Dynasty of Egypt,XVIIIe dynastie égyptienne
Egypt,Égypte
Egypt,Égypte
Britain,Royaume-Uni
Britain,Royaume-Uni
Animal Crossing*|*North America,Animal Crossing*|*Amérique du Nord
Animal Crossing*|*Wii*|*US,Animal Crossing*|*Wii*|*États-Unis
New England,Nouvelle-Angleterre
United States,États-Unis
African-American*|*Pasadena*|*California,Afro-Américains*|*Pasadena*|*Californie
Labour*|*UK,Parti travailliste*|*Royaume-Uni
Tory*|*UK,Parti Tory*|*Royaume-Uni
The Room: Old Sins,The Room: Old Sins
Alexander the Great,Alexandre le Grand
A Song of Ice and Fire,Le Trône de fer
Academy Awards*|*Lady Gaga*|*Beyoncé,Oscars du cinéma*|*Lady Gaga*|*Beyoncé
,
Academy Awards*|*Tom Hanks*|*Leonardo DiCaprio,Oscars du cinéma*|*Tom Hanks*|*Leonardo DiCaprio
Goldfinger*|*Dr. No,Goldfinger*|*James Bond 007 contre Dr No
Diamonds Are Forever,Les diamants sont éternels
The Chronicles of Narnia,Le Monde de Narnia
Tom Cruise,Tom Cruise
Fantastic Beasts,Les Animaux fantastiques
Resident Evil*|*Paul W. S. Anderson,Resident Evil*|*Paul W. S. Anderson
Oscars*|*Jack Nicholson,Oscars du cinéma*|*Jack Nicholson
Lord of the Rings,Le Seigneur des anneaux
The Incredibles,Les Indestructibles
George of the Jungle*|*George of the Jungle 2,George de la jungle*|*George de la jungle 2
Quentin Tarantino,Quentin Tarantino
James Dean,James Dean
Back to the Future,Retour vers le futur
007*|*Academy Awards,James Bond*|*Oscars du cinéma
,
Spider-Man*|*Marvel,Spider-Man*|*Univers cinématographique Marvel
The Other Guys*|*Boston*|*Massachusetts,Very Bad Cops*|*Boston*|*Massachusetts
Silence of the Lambs,Le Silence des agneaux
A Few Good Men,Des hommes d'honneur
Peter Parker*|*MCU,Spider-Man*|*Univers cinématographique Marvel
Don Vito Corleone*|*Godfather,Vito Corleone*|*Le Parrain
Troy,Troie
Marvel Cinematic Universe,Univers cinématographique Marvel
African American,Afro-Américains
,
Harry Potter,Harry Potter
Pirates of the Caribbean,Pirates des Caraïbes
Pirates of the Caribbean,Pirates des Caraïbes
Hobbit,Le Hobbit
United States,États-Unis
,
Bong Joon-ho,Bong Joon-ho
Beyoncé*|*Lion King,Beyoncé*|*Le roi Lion
The Lord of the Rings,Le Seigneur des anneaux
Titanic,Titanic
Wings,Les Ailes
Jordan Peele*|*Get Out,Jordan Peele*|*Get Out
Grammy Awards*|*Jay-Z*|*Kendrick Lamar,Grammy Awards*|*Jay-Z*|*Kendrick Lamar
R.E.M.,R.E.M.
Ariana Grande,Ariana Grande
Michael Jackson*|*U.S.,Michael Jackson*|*États-Unis
Boot Camp Clik*|*NY,Boot Camp Clik*|*New York
Destiny's Child,Destiny's Child
South Korea,Corée du Sud
,
Grammy Award*|*Janelle Monáe,Grammy Awards*|*Janelle Monáe
Why Don't We*|*Texas,Why Don't We*|*Texas
,
The Rolling Stones*|*Pirates of the Caribbean: At World's End,The Rolling Stones*|*Pirates des Caraïbes : Jusqu'au bout du monde
White Christmas*|*Going My Way,Noël blanc*|*La Route semée d'étoiles
,
Big Girls Don't Cry,Big Girls Don't Cry
US,États-Unis
Nicki Minaj*|*The Pinkprint*|*Queen,Nicki Minaj*|*The Pinkprint*|*Queen
The Beatles*|*United States,The Beatles*|*États-Unis
Jay-Z*|*Tupac,Jay-Z*|*Tupac Shakur
Beyoncé,Beyoncé
Cleveland Browns*|*Super Bowl,Browns de Cleveland*|*Super Bowl
Super Bowl,Super Bowl
World Series*|*Houston Astros,Série mondiale*|*Astros de Houston
Muhammad Ali,Mohamed Ali
Cincinnati Reds,Reds de Cincinnati
LeBron James*|*San Antonio Spurs,LeBron James*|*Spurs de San Antonio
Katie Ledecky,Katie Ledecky
Thomas Bach,Thomas Bach
New England Patriots*|*Tampa Bay Buccaneers,Patriots de la Nouvelle-Angleterre*|*Buccaneers de Tampa Bay
NFL*|*St. Louis*|*Los Angeles,National Football League*|*Saint-Louis*|*Los Angeles
,
Olympics*|*Olympic Games,Jeux olympiques*|*Jeux olympiques antiques
Detroit Red Wings,Red Wings de Détroit
Argentine,Argentine
U.S.*|*Cárdenas*|*Cuba,États-Unis*|*Cárdenas*|*Cuba
MLB,Ligue majeure de baseball
Philadelphia 76ers,76ers de Philadelphie
Detroit Tigers,Tigers de Détroit
Philadelphia Phillies,Phillies de Philadelphie
New York Yankees*|*World Series,Yankees de New York*|*Série mondiale
Shaquille O'Neal,Shaquille O'Neal
Summer Olympics,Jeux olympiques d’été
NHL,Ligue nationale de hockey
MLB*|*World Series,Ligue majeure de baseball*|*Série mondiale
NCAA,National Collegiate Athletic Association
Formula 1,Formule 1
Lamar Jackson*|*Heisman Trophy,Lamar Jackson*|*trophée Heisman
Green Bay Packers*|*Super Bowl,Packers de Green Bay*|*Super Bowl
Summer Youth Olympic Games*|*Singapore,Jeux olympiques de la jeunesse d'été*|*Singapour
Tampa Bay Lightning*|*Montreal Canadiens,Lightning de Tampa Bay*|*Canadiens de Montréal
,
Tom Brady*|*Tampa Bay Buccaneers,Tom Brady*|*Buccaneers de Tampa Bay
Twilight*|*Fifty Shades of Grey,"Twilight, chapitre I : Fascination*|*Cinquante nuances de Grey"
Lord of the Rings,Le Seigneur des anneaux
To Kill a Mockingbird,Ne tirez pas sur l'oiseau moqueur
Bible*|*Samson*|*Delilah,Bible*|*Samson*|*Dalila
The Handmaid's Tale*|*To Kill a Mockingbird,The Handmaid's Tale*|*Ne tirez pas sur l'oiseau moqueur
Harry Potter and the Philosopher's Stone*|*The Little Prince,Harry Potter à l'école des sorciers*|*Le Petit Prince
To Kill a Mockingbird,Ne tirez pas sur l'oiseau moqueur
Lord of the Rings,Le Seigneur des anneaux
Paul Horgan*|*Pulitzer Prize,Paul Horgan*|*prix Pulitzer
Pulitzer Prize*|*Eugene O'Neill,prix Pulitzer*|*Eugene O'Neill
A Series of Unfortunate Events,Les Désastreuses Aventures des orphelins Baudelaire
Ursula K. Le Guin*|*Earthsea,Ursula K. Le Guin*|*Cycle de Terremer
,
British,britannique
The Underground Railroad,Underground Railroad
A Song of Ice and Fire,Le Trône de fer
Dubliners,Les Gens de Dublin
The Giving Tree,L'Arbre généreux
Lonesome Dove*|*Pulitzer Prize,Lonesome Dove*|*prix Pulitzer
Fear and Loathing in Las Vegas,Las Vegas Parano
A Farewell to Arms,L'Adieu aux armes
The Great Gatsby,Jay Gatsby
The Lord of the Rings,Le Seigneur des anneaux
Pride and Prejudice,Orgueil et Préjugés
Breakfast at Tiffany's,Petit Déjeuner chez Tiffany
Twilight,"Twilight, chapitre I : Fascination"
A Song of Ice and Fire,Le Trône de fer
Wheel of Time,La Roue du temps
Bible*|*Old Testament,Bible*|*Ancien Testament
,
,
,
New Testament,Nouveau Testament
Nobel Prize,prix Nobel
,
Holden Caulfield*|*The Catcher in the Rye,Holden Caulfield*|*L'Attrape-cœurs
Tom Riddle,Voldemort
The Road*|*Cormac McCarthy,La Route*|*Cormac McCarthy
Stephen King,Stephen King
1984,1984
Sully Prudhomme*|*Nobel Prize,Sully Prudhomme*|*prix Nobel
To Kill a Mockingbird,Ne tirez pas sur l'oiseau moqueur
Brazil*|*Pakistan,Brésil*|*Pakistan
Africa*|*Europe,Afrique*|*Union européenne
Caspian Sea*|*Lake Superior,mer Caspienne*|*lac Supérieur
