id,name,ar,de,es,fr,it,ja,ko,th,tr,zh
Q63498568,Don't Stop Me Now,,Giovanna Streng Geheim,,,Ma cosa ci dice il cervello,,,,,
Q64305794,Alley of Angels,,Allee der Engel,Pasaje de los Ángeles,allée des Anges,Viale degli angeli,,,,,
Q5453878,First Term at Malory Towers,,Dolly sucht eine Freundin,,Les filles de Malory School,,,,,,
Q5463354,Flying Blind,,"Küss mich, Kleiner!",,,,,,,,
Q5586040,Gordon the Garden Gnome,,Golo der Gartenzwerg,,,,,,,,
Q5743121,Operation Petticoat,,Einsatz Petticoat,,,Operazione sottoveste,,,,,
Q5800956,Basilica of the National Shrine of Our Lady of Coromoto,,Basilika Unserer Lieben Frau von Coromoto,Santuario Nacional Nuestra Señora de Coromoto,basilique Notre-Dame-de-Coromoto,,,,,,
Q5872036,Hitler Youth Quex,هتلر يوث كويكس,Hitlerjunge Quex,Hitlerjunge Quex (novela),,,,,,,
Q5975910,I Am Alive: Surviving the Andes Plane Crash,,Absturz in den Anden – Überleben um jeden Preis,,,,,,,,
Q6421043,Klingon High Council,,Klingonischer Hoher Rat,Alto Consejo Klingon,,,クリンゴン最高評議会,,,,克林貢最高議會
Q6437077,The Destruction of the European Jews,,Die Vernichtung der europäischen Juden,,La Destruction des Juifs d'Europe,La distruzione degli Ebrei d'Europa,ヨーロッパ・ユダヤ人の絶滅,,,,
Q54860687,Inside the World's Toughest Prisons,,Die härtesten Gefängnisse der Welt,,Inside the World's Toughest Prisons,,潜入! 世界の危険な刑務所,,,,
Q55603036,A Very British Coup,,In den Fängen der Macht,,,,,,,,
Q57546887,Brief Answers to the Big Questions,إجابات مختصرة لأسئلة كبيرة,Kurze Antworten auf große Fragen,Breves respuestas a las grandes preguntas,Brèves réponses aux grandes questions,,,,,,霍金大見解
Q58411480,Dolly Kitty Aur Woh Chamakte Sitare,,"Dolly, Kitty and Those Twinkling Stars",,,,,내 이름은 키티,,,
Q60324083,Tidying Up with Marie Kondo,,Aufräumen mit Marie Kondo,¡A ordenar con Marie Kondo!,L’art du rangement avec Marie Kondo,Facciamo ordine con Marie Kondo,KonMari 〜人生がときめく片づけの魔法〜,곤도 마리에: 설레지 않으면 버려라,,,怦然心动的人生整理魔法
Q64078753,Pewterschmidt family,,Familie Pewterschmidt,Familia Pewterschmidt,,famiglia Pewterschmidt,,,,,
Q63615,"Johann Leopold, Hereditary Prince of Saxe-Coburg and Gotha",يوهان ليوبولد هيراداتيري أمير ساكس كوبورج وغوتا,Johann Leopold von Sachsen-Coburg und Gotha,Juan Leopoldo de Sajonia-Coburgo y Gotha,Jean-Léopold de Saxe-Cobourg et Gotha,Giovanni Leopoldo di Sassonia-Coburgo-Gotha,ヨハン・レオポルト・フォン・ザクセン＝コーブルク・ウント・ゴータ,요한 레오폴트 폰 작센코부르크고타 공자,,,約翰·利奧波德 (薩克森-科堡-哥達王儲)
Q530797,Play It to the Bone,العبها حتى العظام,Knocked Out – Eine schlagkräftige Freundschaft,Jugando a tope,Les Adversaires,Incontriamoci a Las Vegas,マイ スウィート ガイズ,플레이 투 더 본,,Ölümüne Kadar,終極炫風
Q534948,John Albert Vasa,,Johann Albert Wasa,Juan Alberto Vasa,Jean-Albert Vasa,Giovanni Alberto Vasa,ヤン・アルベルト・ヴァザ,얀 알베르트 바사,,,扬·阿尔伯特·瓦萨
Q534970,The Wonderful Story of Henry Sugar and Six More,,"Ich sehe was, was du nicht siehst",Historias extraordinarias,,Un gioco da ragazzi e altre storie,,,,Şeker Henry'nin Akılalmaz Öyküsü,亨利·休格和其他六人的精彩故事
Q543219,pharmacy technician,فني صيدلة,Pharmazeutisch-technischer Assistent,técnico de farmacia,technicien en pharmacie,tecnico farmaceutico,薬局の技術者,,,eczane teknisyeni,藥學技術員
Q544205,Violin Concerto No. 3,,Violinkonzert Nr. 3,Concierto para violín n.º 3,Concerto pour violon nº 3 de Mozart,Concerto per violino e orchestra n. 3,ヴァイオリン協奏曲第3番,,,,第3號小提琴協奏曲
Q575998,Decalogue I,,"Dekalog, Eins",,,Decalogo 1,,,,Dekalog 1,十誡Ⅰ：生命無常
Q583525,Here Comes Mr. Jordan,ها قد أتى السيد جوردان,Urlaub vom Himmel,Aqui viene Mr. Jordan,Le Défunt récalcitrant,L'inafferrabile signor Jordan,幽霊紐育を歩く,천국의 사도 조단,,Here Comes Mr. Jordan,太虛道人
Q588035,Planet of Exile,,Das zehnte Jahr,Planeta de exilio,Planète d'exil,Il pianeta dell'esilio,辺境の惑星,,,,
Q599495,The Last Coyote,,Der letzte Coyote,,Le Dernier Coyote,L'ombra del coyote,ラスト・コヨーテ,라스트 코요테,,,
Q605613,Sometimes They Come Back... Again,,Manchmal kommen sie wieder II,La resurrección del mal,Les Enfants du diable,A volte ritornano ancora,ブロス リターンズ/やつらはふたたび帰ってくる,,,,
Q614757,Ovelgönne bread roll,,Spitzwecken von Ovelgönne,,,,,,,,
Q619228,Alexander the Great,الإسكندر الأكبر (فيلم 1956),Alexander der Große,Alejandro Magno,Alexandre le Grand,Alessandro il Grande,アレキサンダー大王,알렉산더 대왕,,Büyük İskender,一代天王亞歷山大
Q630282,Measuring the World,,Die Vermessung der Welt,Midiendo el mundo,Les Arpenteurs du monde,,,,,Dünyanın ölçümü,测量世界
Q631524,"Louis of Durazzo, Count of Gravina",لويس من دوراتسو,Ludwig von Durazzo,Luis de Gravina,Louis de Gravina,Luigi di Durazzo,ルイージ,,,,杜拉佐的路易吉
Q632743,The Barber of Seville,,Der Barbier von Sevilla,El barbero de Sevilla,Le Barbier de Séville,Il barbiere di Siviglia,セビリアの理髪師,,,,
Q639505,Dialogue with Trypho,,Dialog mit dem Juden Tryphon,Diálogo con Trifón,Dialogue avec Tryphon,Dialogo con Trifone,,,,Trypho'yla Konuşma,
Q5302879,Down Twisted,,Hetzjagd in St. Lucas,El tesoro de San Lucas,,,,,,,向下扭曲
Q5441458,Feersum Endjinn,,Förchtbar Maschien,,Efroyabl Ange1,,,,,,
Q65829,Marc Trauner,,Marc Acardipane,Marc Acardipane,Marc Acardipane,Marc Acardipane,マーク・トローネ,,,,马克·特劳纳
Q66918,"Louis IV, Elector Palatine",,Ludwig IV.,Luis IV del Palatinado,Louis IV du Palatinat,Ludovico IV del Palatinato,ルートヴィヒ4世,,,,路德維希四世 (普法爾茨)
Q667251,Demetrius II of Georgia,,Demetre II. der Selbstaufopferer,Demetrio II de Georgia,Démétrius II de Géorgie,Demetrio II di Georgia,デメトレ2世,,,II. Demetre,德米特里二世
Q674523,Love Virtually,,Gut gegen Nordwind,Contra el viento del Norte,Quand souffle le vent du nord,,,,,,真爱
Q692557,A Clockwork Orange,برتقالة آلية,Uhrwerk Orange,La naranja mecánica,L'Orange mécanique,Arancia meccanica,時計じかけのオレンジ,시계태엽 오렌지,,Otomatik Portakal,發條橘子
Q701262,Military Merit Cross,صليب الاستحقاق العسكري (النمسا-المجر),Militärverdienstkreuz,,croix du Mérite militaire,croce al merito militare,戦功十字章 (オーストリア・ハンガリー帝国),,,Askeri Liyakat Haçı (Avusturya-Macaristan),奧匈帝國軍功十字勳章
Q714780,"Prince Erik, Duke of Västmanland",,Erik Gustaf von Schweden,Erik de Västmanland,Erik de Suède,Erik di Svezia,エーリク,,เจ้าชายเอริก ดยุกแห่งเวสเตร์มันลันด์,Erik (Västmanland dükü),埃里克王子
Q715726,Let's trim our hair in accordance with the socialist lifestyle,,Für einen Haarschnitt im Einklang mit dem sozialistischen Lebensstil,Recortemos nuestro cabello de acuerdo con el estilo de vida socialista,Coupons nos cheveux conformément au mode de vie socialiste,Tagliamoci i capelli secondo lo stile di vita socialista,社会主義的生活様式にふさわしい髪型にしよう,사회주의적 생활양식에 맞게 머리단장을 하자,,,讓我們理髮以符合社會主義生活方式
Q731536,Mikhail Pokrovsky,,Michail Nikolajewitsch Pokrowski,Mijaíl Pokrovski,Mikhaïl Nikolaïevitch Pokrovski,Michail Nikolaevič Pokrovskij,ミハイル・ポクロフスキー,,,Mihail Pokrovski,米哈伊爾·尼科拉耶維奇·伯克洛夫斯基
Q734350,coat of arms of the Republic of Artsakh,شعار جمهورية أرتساخ,Wappen der Republik Bergkarabach,escudo de Nagorno Karabaj,Armoiries du Haut-Karabagh,stemma dell'Artsakh,ナゴルノ・カラバフの国章,나고르노카라바흐의 국장,,Dağlık Karabağ Cumhuriyeti arması,阿尔察赫国徽
Q734504,Gospel of Truth,إنجيل الحقيقة,Evangelium der Wahrheit,Evangelio de Valentín,Évangile de la vérité,Vangelo della Verità,真理の福音書,진리의 복음서,,Hakikat İncili,真理的福音
Q734607,A House of Pomegranates,بيت الرمان,Ein Granatapfelhaus,Una casa de granadas,Une maison de grenades,La casa dei melograni,,석류의 집,,Nar Evi,少年國王
Q736144,Man of the East,,"Verflucht, verdammt und Halleluja",Y después le llamaron El Magnífico,"Et maintenant, on l'appelle El Magnifico",...E poi lo chiamarono il Magnifico,,누가 톰을 서부로 보냈나,,,老虎行大運
Q736174,Violin Concerto,,Violinkonzert,,Concerto pour violon,,ヴァイオリン協奏曲,,,,小提琴協奏曲
Q736265,Bernard of Menthon,,Bernhard von Menthon,Bernardo de Aosta,saint Bernard,Bernardo di Mentone,マントンのベルナール,,,,
Q6534405,matzo meal,,Matzemehl,,,,,,,,
Q7129658,Pan Kleks,,Ambroży Kleks,,,,,,,,
Q7240086,Prelude in C minor,,Präludium c-moll BWV 999,,Prélude en ut mineur,,,,,,
Q65284961,Tinatin Bokuchava,,Tinatin Bokutschawa,Tina Bokuchava,Tina Bokoutchava,Tinatin Bok'uchava,,,,,
Q6743218,Malgudi Days,,Malgudi-Tage,Días Malgudi,,,マルグディ・日々,,,,
Q6883612,Mitya's Love,,Mitjas Liebe,,,,,미탸의 사랑,,,米佳的爱情
Q7062618,Notes of a Native Son,,Schwarz und Weiß,,,,,,,,
Q7072447,OECD Guidelines for the Testing of Chemicals,إرشادات منظمة التعاون والتنمية لاختبار المواد الكيميائية,OECD-Richtlinien zur Prüfung von Chemikalien,,,,OECDテストガイドライン,,,,
Q7090964,On Exactitude in Science,,Von der Strenge der Wissenschaft,Del rigor en la ciencia,De la rigueur de la science,,学問の厳密さについて,,,,论科学中的精确性
Q7092643,One Flew Over the Cuckoo's Nest,,Einer flog über das Kuckucksnest,,,,,,,,飞越疯人院
Q7176506,Peter Rabbit,,Peter Hase,,Pierre Lapin,Peter Coniglio,ピーターラビットのだいぼうけん,,,,比得兔
Q7236827,Powers of Horror,,Pouvoirs de l'horreur,,Pouvoirs de l'horreur,,,,,,
Q7273225,25 Khreshchatyk Street,,Wohnhaus Chreschtschatyk 25,,,,,,,,
Q7279980,Radar Secret Service,,Radar-Geheimpolizei,La garra del crimen,,,,,,,
Q65052904,Kevin Hart's Guide to Black History,,Kevin Hart erklärt die afroamerikanische Geschichte,,,,,딸에게 들려주는 흑인의 역사,,,凯文·哈特：黑人历史指南
Q65057000,Island Nation,,Insel Nation,,,,,,,,國際橋牌社
Q65173665,The Tattooist of Auschwitz,,Der Tätowierer von Auschwitz: Die wahre Geschichte des Lale Sokolov,El Tatuador de Auschwitz,Le tatoueur d'Auschwitz,,,,,,
Q70590,Margaret of Burgundy,مارغريت من بورغندي، ملكة فرنسا,Margarete von Burgund,Margarita de Borgoña,Marguerite de Bourgogne,Margherita di Borgogna,マルグリット・ド・ブルゴーニュ,,,Burgonyalı Marguerite,勃艮第的玛格丽特
Q72760,"Julius Frederick, Duke of Württemberg-Weiltingen",,Julius Friedrich,Julio Federico de Wurtemberg-Weiltingen,Jules-Frédéric de Wurtemberg-Weiltingen,Giulio Federico di Württemberg,ユリウス・フリードリヒ,,,,尤利烏斯·腓特烈
Q647070,Clairvaux Abbey,,Kloster Clairvaux,abadía de Claraval,abbaye de Clairvaux,abbazia di Clairvaux,クレルヴォー修道院,,,,克萊爾沃隱修院
Q657636,"John I, Count Palatine of Zweibrücken",يوهان الأول كونت بالاتينات-تسفايبروكن,Johann I.,Juan I del Palatinado-Zweibrücken,Jean Ier,Giovanni I del Palatinato-Zweibrücken,ヨハン1世,,,,约翰一世
Q658009,Village of the Damned,,Das Dorf der Verdammten,El pueblo de los malditos,Le Village des damnés,Il villaggio dei dannati,未知空間の恐怖/光る眼,저주받은 도시,,,準午前十時 (1960年電影)
Q658557,Miss Julie,الآنسة جولي,Fräulein Julie,La señorita Julia,Mademoiselle Julie,La signorina Julie,令嬢ジュリー,율리에 아씨,,Matmazel Julie,茱莉小姐
Q674996,Lilienfeld Abbey,,Stift Lilienfeld,Monasterio de Lilienfeld,abbaye de Lilienfeld,Abbazia di Lilienfeld,,,,,
Q688963,A Perfect Spy,جاسوس مثالي,Ein blendender Spion,El espía perfecto,Un pur espion,La spia perfetta,,완벽한 스파이,,,完美的間諜
Q688979,The Workers of Vienna,,Die Arbeiter von Wien,Los trabajadores de Viena,Vi bygger landet,,ウィーンの労働者,,,Avusturya İşçi Marşı,维也纳工人之歌
Q690533,The Gingerbread Girl,,Das Pfefferkuchen-Mädchen,,La Fille pain d'épice,,,,,,薑餅女孩
Q697356,UL 94,,UL 94,,,UL94,,,,,UL94
Q713979,Cat on a Hot Tin Roof,قطة على سقف من صفيح ساخن,Die Katze auf dem heißen Blechdach,La gata sobre el tejado de zinc,La Chatte sur un toit brûlant,La gatta sul tetto che scotta,熱いトタン屋根の猫,뜨거운 양철 지붕 위의 고양이,,,朱門巧婦
Q715743,Mikhail Mikhaylovich Gerasimov,ميخائيل ميخائيلوفيتش جيراسيموف,Michail Michailowitsch Gerassimow,Mijaíl Gerásimov,Mikhaïl Mikhaïlovitch Guerassimov,Mihail Mihailovič Gerasimov,ミハイル・ゲラシモフ,미하일 게라시모프,,,米哈伊尔·米哈伊洛维奇·格拉西莫夫
Q719679,H. L. Hunt,إتش إل هانت,Haroldson Hunt,Haroldson Hunt,Haroldson Lafayette Hunt,"Haroldson Lafayette Hunt, Jr.",H・L・ハント,,,H. L. Hunt,H·L·亨特
Q6494844,Last of the Red Hot Lovers,,Der Letzte der feurigen Liebhaber,El último donjuán,,"Amiamoci così, belle signore",,,,,金屋三嬌
Q6510647,The Passion,,Das Leiden Christi,,,,ザ・パッション,,,,
Q6646463,Listening Woman,,Das Labyrinth der Geister,,,,,,,Listening Woman,
Q6691646,Love and Marriage,,Zwischen Tür und Angel,,,,,,,,
Q78591,Archduke Maximilian Eugen of Austria,الأرشيدوق ماكسيمليان يوجين من النمسا,Maximilian Eugen von Österreich,Maximiliano Eugenio de Austria,Maximilien Eugène d'Autriche,Massimiliano Eugenio d'Asburgo-Lorena,マクシミリアン・オイゲン・フォン・エスターライヒ,,,Maximilian Eugen von Österreich,奧地利的馬克西米利安·歐根
Q82448,Stephen II of Hungary,إستفان الثاني,Stephan II.,Esteban II de Hungría,Étienne II de Hongrie,Stefano II d'Ungheria,イシュトヴァーン2世,이슈트반 2세,,II. István,伊什特萬二世
Q743223,Roots: The Saga of an American Family,جذور: ملحمة عائلة أميركية,Wurzeln,Raíces,Racines,Radici,,,,,根
Q747912,The Frogmen,,Froschmänner,Luchas submarinas,Les Hommes-grenouilles,Le rane del mare,フロッグメン,프로그먼,,The Frogmen,蛙人海底戰
Q764785,Andrei Alexandrovich of Russia,أندري ألكسندروفيتش,Andrei Alexandrowitsch Romanow,Andrés Aleksándrovich Románov,Andreï Alexandrovitch de Russie,Andrej Aleksandrovič Romanov,アンドレイ・アレクサンドロヴィチ (ロシア公),,,Andrey Aleksandroviç,安德烈·亞歷山德羅維奇
Q776177,Eaters of the Dead,أكلة الموتى,Schwarze Nebel,Devoradores de cadáveres,Le Royaume de Rothgar,Mangiatori di morte,北人伝説,,,,乘着夜霧的惡魔
Q827605,Friedland Gates,,Friedländer Tor,,,,,,,,
Q830643,The Egyptian,سنوحي المصري,Sinuhe der Ägypter,"Sinuhé, el egipcio",Sinouhé l'Égyptien,Sinuhe l'egiziano,エジプト人,,,,埃及人西努赫
Q832225,"Charles, Duke of Guelders",,Karl von Egmond,Carlos de Egmond,Charles de Gueldre,Carlo di Gheldria,カレル・ファン・エフモント,,,,海爾德的卡雷爾
Q839916,7 Faces of Dr. Lao,,Der mysteriöse Dr. Lao,Las 7 caras del Dr. Lao,Le Cirque du docteur Lao,Le 7 facce del Dr. Lao,ラオ博士の7つの顔,,,,博士的七張臉
Q7722363,The Chesterfield Supper Club,,Die Perry-Como-Show,,,,チェスターフィールド・サパー・クラブ,,,,
Q7732733,The Examination for Lieutenant,,Hornblower – Die Leutnantsprüfung,,,,,,,,
Q7736704,The Glass Castle,,Schloss aus Glas,,,,ガラスの城の約束,유리성,,,玻璃城堡
Q7740368,The Horsemen,,Die Steppenreiter,Orgullo de estirpe,Les Cavaliers,Cavalieri selvaggi,ホースメン (1971年の映画),,,,大騎士
Q7750740,The Mayor of Castro Street: The Life and Times of Harvey Milk,,Im Namen der Hoffnung,,,,,,,,
Q7750993,The Men Who Built America,,Der große Aufbruch – Die Pioniere Amerikas,Gigantes de la Industria,,,,,,,造就美国的人
Q7759862,The Red Dragon,,Charlie Chan in Mexiko,Charlie Chan en Mexico,,,,,,,
Q7994952,White Knight,,der weiße Ritter,,,Cavaliere bianco,白の騎士,,,,白方騎士
Q81328175,Flipping 101 w/ Tarek El Moussa,,Haus-Flipping mit Tarek,,,,,,,,
Q8031922,Wonders of Life,,Wunder des Lebens,,,,ワンダー・オブ・ライフ 〜生命の方程式〜,,,Wonders of Life,萬物生機
Q77894095,The Paramedic,المسعف (فيلم 2020),Der Sanitäter,El practicante,,El practicante,,파라메딕 앙헬,,,藥命救護
Q80013095,The Master Butcher,,Der Club der singenden Metzger,El maestro carnicero,,,,,,,
Q82705495,Thieves of the Wood,,Jan de Lichte und seine Bande,,Bandits des Bois,I banditi di Jan,,의적 얀 더리흐터,,,
Q84033802,The Pale Horse,,Das fahle Pferd,,Le Cheval pâle,Un cavallo per la strega (miniserie televisiva),,,,,白馬酒館
Q742733,Revenge of the Nerds III: The Next Generation,,Operation Kleinhirn,La revancha de los novatos III,,La rivincita dei nerds III,ナーズの復讐III ナーズ軍団、最終決戦!,,,,Revenge of the Nerds III：The Next Generation
Q745760,Book of Shadows,كتاب الظل,Buch der Schatten,Libro de las Sombras,Livre des Ombres,Libro delle ombre,影の書,,,,
Q748615,The Onedin Line,,Die Onedin-Linie,,La Grande Aventure de James Onedin,Capitan Onedin,,,,,
Q757234,Atlas of Remote Islands,,Atlas der abgelegenen Inseln,,Atlas des îles abandonnées,,,,,,
Q759389,At First Sight,,Auf den ersten Blick,A primera vista,Premier Regard,A prima vista,,,,,真情难舍
Q772914,Wrangel Palace,,Wrangelsches Palais,,palais de Wrangel,,,,,Wrangel Sarayı,
Q775163,Beauty & the Briefcase,,Businessplan zum Verlieben,The business of falling in love,Love and The City,Un principe in giacca e cravatta,美人ライターレーンの恋愛記事,,,,职场求爱记
Q782669,Plymouth Adventure,,Schiff ohne Heimat,La aventura de Plymouth,Capitaine sans loi,Gli avventurieri di Plymouth,,,,,怒海雄风
Q785741,Perversions of Science,,Expériences interdites,,Expériences interdites,,クロニクル 倒錯科学研究所,,,,變態科學
Q816122,Belogorsky Monastery,,Belogorski-Kloster,,,,,,,,
Q820246,Passion Flower Hotel,,Leidenschaftliche Blümchen,,Deux Heures de colle pour un baiser,Niente vergini in collegio,レッスンC,,,,威威六PAIR半
Q832337,Kill Cruise,,Der Skipper,Crucero Muerte,Der Skipper,,,,,,
Q7366292,Room on the Broom,,Für Hund und Katz ist auch noch Platz,¡Cómo mola tu escoba!,La Sorcière dans les airs,La strega Rossella,まじょとねこどん ほうきでいくよ,,,,飛天掃帚五人行
Q7413519,San Carlos Fortress,,Festung San Carlos (Perote),Fortaleza de San Carlos,forteresse de San Carlos de Perote,,,,,,
Q7576367,Sperm Wars,,Krieg der Spermien,,,,精子戦争,,,,精子戰爭
Q7602425,Starship Traveller,,Das Universum der Unendlichkeit,La nave estelar perdida,La Galaxie tragique,I viaggiatori dello spazio,さまよえる宇宙船,,,,
Q7655545,Sweet Temptation,,Sündiges Geheimnis – Ich liebe den Freund meiner Mutter,,"Ma fille, ma rivale",,,,,,
Q7663167,Klingon culture,,Klingonische Kultur,,,,,,,,
Q7716342,The Beginning and the End,بداية ونهاية,Anfang und Ende,,,,,,,,始與末
Q7726922,The Comedy Company,,Comic & Chaoten – Die verrückte Sketchkompanie,,,,,,,,
Q7731633,The Egg and I,,Das Ei und ich,,L'Oeuf et moi,,,,,,
Q7740489,The Hour of the Star,ساعة النجم,Die Sternstunde,La hora de la estrella,,,,별의 시간,,,星辰時刻
Q7761164,The Roads Must Roll,,Die Straßen müssen rollen,Las carreteras deben rodar,Les routes doivent rouler,Le strade devono correre,,도로는 굴러가야 한다,,,
Q7762423,The Scarlet Gang of Asakusa,عصابة أوساكا القرمزية,Die rote Bande von Asakusa,La pandilla de Asakusa,Chronique d’Asakusa,La banda di Asakusa,浅草紅団,,,Asakusa'nın Kızıl Örgütü,
Q7933322,Violets Are Blue,,Liebe ist nur eine Illusion,Nostalgia de un amor,,Le violette sono blu,,,,,此情不再
Q8025305,Wings of Hope,,Julianes Sturz in den Dschungel,Alas de esperanza,Les Ailes de l'espoir,,,,,,希望的翅膀
Q84201,"Archduke Charles, Duke of Teschen",الأرشيدوق كارل دوق تيشن,Karl von Österreich-Teschen,Carlos de Austria-Teschen,Charles-Louis d'Autriche-Teschen,Carlo d'Asburgo-Teschen,カール・フォン・エスターライヒ＝テシェン,테셴 공작 카를,อาร์ชดยุกคาร์ล ดยุกแห่งเทเชิน,"Arşidük Karl, Teschen Dükü",卡爾大公
Q93390,Archduchess Elisabeth Marie of Austria,,Elisabeth Petznek,Isabel María de Austria,Élisabeth-Marie d'Autriche,Elisabetta Maria d'Asburgo-Lorena,エリーザベト・マリー・ペツネック,엘리자베트 마리아 폰 외스터라이히 여대공,อาร์ชดัชเชสเอลิซาเบธ มารีแห่งออสเตรีย,,瑪麗伊麗莎白女大公
Q93750,Bad Girls,,Charm School,Niñas mal,,,,,,,不良女郎
Q106374,Alexander Khalifman,ألكسندر خليفمان,Alexander Walerjewitsch Chalifman,Aleksandr Jálifman,Aleksandr Khalifman,Aleksandr Valer'evič Chalifman,アレクサンドル・カリフマン,알렉산드르 할리프만,,Aleksandr Halifman,亚历山大·哈利夫曼
Q843946,Book of Jubilees,كتاب اليوبيلات,Buch der Jubiläen,Libro de los Jubileos,Livre des Jubilés,Libro dei Giubilei,ヨベル書,희년서,,Jubilees Kitabı,禧年書
Q87589396,protein powder,,Eiweißpulver,,,,,,,,
Q96418440,Nickelodeon's Unfiltered,,Nickelodeon’s Unfiltered,Nickelodeon sin filtro,,,,,,,尼克兒童頻道之無過濾
Q860764,A Free Soul,روح حرة,Der Mut zum Glück,Alma libre,Âmes libres,Io amo,自由の魂,자유의 혼,,A Free Soul,自由魂
Q871937,CARE package,,CARE-Paket,,,,,,,,
Q910112,The Mountain,,Der Berg der Versuchung,La montaña siniestra,La Neige en deuil,La montagna,山 (映画),,,,山
Q912877,A Good Year,سنة جيدة,Ein gutes Jahr,Un buen año,Une grande année,Un'ottima annata,プロヴァンスの贈りもの,어느 멋진 순간,,A Good Year,美好的一年
Q970771,Sergei Bazarevich,سيرجي بازاريفيتش,Sergei Walerianowitsch Basarewitsch,Sergueï Bazarevič,Sergueï Bazarevitch,Sergej Bazarevič,,,,Sergey Bazareviç,谢尔盖·巴扎尔耶维奇
Q983668,Cleitus the White,,Kleitos der Weiße,Clito el Blanco,Cleitos le Blanc,Clito il Bianco,白のクレイトス,,,,克利圖斯
Q1146609,John X of Antioch,يوحنا العاشر يازجي,Johannes X.,Juan X Yazigi,Jean X d'Antioche,Giovanni X Yazigi,イオアン10世 (アンティオキア総主教),요한 10세,,X. Yuhanna Yazıcı,约翰十世 (安条克希腊正教会)
Q994694,Panteon Nacional,,Panteón Nacional de Venezuela,Panteón Nacional de Venezuela,Panthéon national,Pantheon Nazionale,ベネズエラ国立霊廟,,,"Ulusal Panteon, Venezuela",委內瑞拉先賢祠
Q1138330,Sad Cypress,السرو الحزين,Morphium,Un triste ciprés,Je ne suis pas coupable,La parola alla difesa,杉の柩,슬픈 사이프러스,,Esrarengiz Sanık,絲柏的哀歌
Q1144505,Hatch Up Your Troubles,,Der kleine Specht,Olvida tus problemas,Partie de déjeuner,Cuore di picchio,いたずらきつつき,,,Hatch Up Your Troubles,
Q1195774,Breaker Morant,مورانت القاطع,Der Fall des Lieutnant Morant,Consejo de guerra,Héros ou Salopards,Esecuzione di un eroe,英雄モラント/傷だらけの戦士,파괴자 모랜트,,Breaker Morant,烈血焚城
Q1198320,The Resistible Rise of Arturo Ui,,Der aufhaltsame Aufstieg des Arturo Ui,Der aufhaltsame Aufstieg des Arturo Ui,La Résistible Ascension d'Arturo Ui,La resistibile ascesa di Arturo Ui,アルトロ・ウィの抑え得た興隆,아르투로 우이의 출세,,Arturo Ui'nin Önlenebilir Tırmanışı,阿爾圖羅．尤可抵抗的崛起
Q85804877,Taco Chronicles,,Die Geschichte des Tacos,,,,タコスのすべて,타코 연대기,,,
Q86289233,Stambul Garden,,Räuberhände,,,Räuberhände,,,,İstanbul Bahçesi,
Q96317001,The Salisbury Poisonings,,Der Giftanschlag von Salisbury,,Le poison venu du froid,,,,,,毒殺風暴
Q96409754,They Both Die at the End,,Am Ende sterben wir sowieso,Al final mueren los dos,Et ils meurent tous les deux à la fin,,,,,,
Q97032950,Valentina Sorogozhskaya,,Walentina Michailowna Sorogoschskaja,,,,,,,,
Q97650812,Don't Blame Me,,Don’t Blame Me,,,,,,,,
Q97933169,Darcey Silva,,Silva Twins,,,,,,,,
Q99509376,Izzy's Koala World,,Izzy und die Koalas,Izzy y los koalas,,,イジーとコアラの世界,,,,
Q86984,Countess Palatine Christiane Henriette of Zweibrücken,كريستين هنرييت من بالاتينات-تسفايبروكن,Christiane Henriette von Pfalz-Zweibrücken,Cristiana Enriqueta del Palatinado-Zweibrücken,Christiane Henriette de Deux-Ponts-Birkenfeld,Cristiana Enrichetta del Palatinato-Zweibrücken,クリスティアーネ・ヘンリエッテ・フォン・プファルツ＝ツヴァイブリュッケン,,,,克里斯蒂亚娜·亨丽埃特
Q114203,Radu II of Wallachia,,,Radu II de Valaquia,Radu II de Valachie,Radu II Chelul,ラドゥ2世,,,II. Radu (Eflak Prensi),
Q850447,Drogo Sacramentary,,Drogo-Sakramentar,Sacramentario de Drogo,Sacramentaire de Drogon,Sacramentario di Drogo,,,,,德罗戈圣礼书
Q872592,St. Emmeram's Palace,,Schloss St. Emmeram,,Chateau Schloss St. Emmeram,,,,,St. Emmeram Sarayı,聖埃默蘭宮
Q874583,The Iron Stove,,Der Eisenofen,,,,鉄のストーブ,,,Demir Soba,鐵火爐
Q875735,Imperial cathedral of Königslutter,,Kaiserdom,,Abtei Königslutter,,,,,,
Q876435,The Owl,,Die Eule,,,,,,,Baykuş,
Q878908,Do Not Disturb,,Bitte nicht stören!,"Por favor, no molesten",Ne pas déranger s'il vous plaît,Non disturbate,,,,,春滿乾坤
Q880728,Pielenhofen Abbey,,Zisterzienserkloster Pielenhofen,,abbaye de Pielenhofen,,,,,,
Q880897,Clean Slate,,Blackout – Ein Detektiv sucht sich selbst,Borrón y cuenta nueva,Trou de mémoire,,,,,,從頭再來
Q881136,Mallersdorf Abbey,,Benediktinerkloster Mallersdorf,,abbaye de Mallersdorf,,,,,,
Q883821,Marienau Charterhouse,,Kartause Marienau,Cartuja de Marienau,chartreuse de Marienau,,,,,,
Q893385,Christopher Columbus' journal,,Bordbuch des Christoph Kolumbus,,,Giornale di bordo di Cristoforo Colombo,,,บันทึกประจำวันของคริสโตเฟอร์ โคลัมบัส,,哥倫布日誌
